Date,Temperature,Humidity,Rainfall
15-08-2021,25.86384528,88.10862742,112.4611739
15-09-2021,33.45071996,51.17979193,288.9667618
15-10-2021,27.99389764,40.60772373,290.963648
15-11-2021,31.12046241,43.68982824,166.1562853
15-12-2021,30.062962,88.46512678,156.9293533
15-01-2022,37.25571804,62.72705324,188.267424
15-02-2022,34.79635413,69.2157156,270.3474031
15-03-2022,40.94901467,53.86905915,56.43634792
15-04-2022,25.95850857,63.18492025,106.0056684
15-05-2022,26.20433669,88.71974038,295.8632233
15-06-2022,30.75196893,74.9080857,160.8289099
15-07-2022,34.75211919,74.23655863,48.7850818
15-08-2022,27.11548172,85.54635922,246.7611729
15-09-2022,23.39883396,86.63642417,259.8191669
15-10-2022,39.15729383,42.26093351,7.910092349
15-11-2022,35.8972006,89.36380647,45.12506733
15-12-2022,27.65412174,69.70653577,114.267257
15-01-2023,29.42730077,60.74097512,82.02212158
15-02-2023,36.18908156,42.81877483,259.4167129
15-03-2023,30.0262185,78.44937076,283.429719
15-04-2023,30.23490297,82.48236953,74.20443052
15-05-2023,24.66189785,87.70255136,181.8523903
15-06-2023,29.28810257,51.43214028,201.5102053
15-07-2023,22.32942915,45.67787961,201.4719587
15-08-2023,36.38838411,66.01538505,231.6955175
15-09-2023,35.89648592,67.59534194,168.2813915
15-10-2023,30.33759241,83.83268013,121.0448599
15-11-2023,33.22687975,75.2039884,63.88924845
15-12-2023,36.84315779,46.81857378,4.3633997
15-01-2024,35.29212243,59.61220225,131.2424766
15-02-2024,21.20630257,85.20793472,104.4766401
15-03-2024,37.51178526,59.82713912,186.6260101
15-04-2024,30.3704739,83.11818544,284.8561871
15-05-2024,21.4830878,62.95678781,294.0097726
15-06-2024,29.72226151,64.6309047,98.62548309
15-07-2024,23.4776525,43.79316641,38.66391657
15-08-2024,33.34836274,46.40229195,45.57080805
15-09-2024,31.83299123,49.09400422,103.700185
15-10-2024,25.30060107,84.8394205,142.1884921
15-11-2024,25.07136977,49.61445094,12.26058488
15-12-2024,32.52023258,48.44675315,83.57710171
